time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
0.06,-0.013837420121456934,0.0029303379871477324,15.040802513662044,0.32545433369172283,0.5108524837970094,0.0,-0.778711622000742,0.167714281701269,1.2264310067731423,1.3385340171917277,10.71252382120368,0.0,2.5036394960958046,895.4789280222745,841.2911919550336,897.5397185360893,0.009958868229693184
0.12000000000000001,-0.06287541622408327,0.027038100569389743,15.13626323155237,0.7149077800265902,0.6678770155107294,0.0,-0.3988694247273808,0.2880726521533154,1.2390936643661634,2.641052510217854,19.114274213632353,0.0,2.6395976693711223,895.6162742403782,841.1888677574755,897.5723929612426,0.019820338197268143
0.18,-0.10169735435633662,0.04791713478570703,15.200850954012738,1.1505484787941427,0.0442064993533009,0.0,-0.15893475661250123,0.26662609172843355,0.7013203309461633,3.870671578937527,24.179720685020172,0.0,2.512485726463991,895.6781489132102,841.1224486559457,897.9038947786045,0.029613422199085193
0.23999999999999996,-0.1377931743444586,0.10236536570858287,15.241715865973658,1.6127558710824808,2.6677430443474197,0.0,-1.4559347410488113,0.9574960340862063,0.4525288934319882,4.984863714569514,26.71174910307735,0.0,2.4737497274878963,895.5077428781891,841.0804430691011,897.8687758029928,0.03936002285525599
0.3,-0.23221556870098436,0.10417163193576157,15.25828723022942,2.089493241277994,4.526887745166555,0.0,-1.1495162668593781,-0.7881922359805122,0.196207277938998,5.956460673252517,27.856475150244176,0.0,2.317496977572831,895.6918129564908,841.0585741579964,897.6123312477508,0.04908260812346322
0.36000000000000004,-0.24381805349127902,0.061386392656374904,15.24625647242297,2.5770699156555352,6.252197266303176,0.0,0.5702769260702893,-0.30943582897988936,-0.9246200013875499,6.779379377451116,28.346915833492986,0.0,2.2523267676876655,895.692932954,841.1599577755377,897.4380349641754,0.05880788960611328
0.4200000000000001,-0.22549669480882184,0.06910066414782223,15.124331882949066,3.074426241581463,1.6814711847204116,0.0,-0.3896366512127037,0.3660190745207037,-2.947003726617399,7.455870672759054,28.545186018111735,0.0,2.392408303745257,895.3135471467776,841.4086586464151,897.2354093877381,0.06864337215849604
0.48000000000000015,-0.3016602763745826,0.09390126424848758,14.95339692413344,3.5835809974967496,3.397235795222212,0.0,-1.8305089668623238,0.5821016586170003,-2.3817992358682734,8.004339588937924,28.625517034796644,0.0,2.5398128565603013,895.2111759028145,841.5435844403056,897.2399925231202,0.07854277901865038
0.5400000000000001,-0.38057547885526255,0.15213896856192372,14.83526483684507,4.104572529566697,5.115794523048276,0.0,-0.460553041258735,1.2242958568553337,-1.9040363948148549,8.439011571215605,28.659862308948092,0.0,2.7059793981718694,895.2721091706406,841.7809140698238,897.222692991415,0.08830951080903175
0.6000000000000002,-0.36436898612606616,0.19203041611260033,14.686391280917645,4.63917523425139,0.5525639499303239,0.0,0.5836114167254886,-0.19457304371373507,-3.0713217504649495,8.791854766232236,28.673660231135266,0.0,2.383342276356862,895.2509565395537,841.8156368923374,897.565105039051,0.09791184793368823
